TicketID,CreatedAt,CustomerID,Language,Channel,IssueCategory,Priority,Description,AgentName,AdvisorName,DeskName,ResponseTimeMinutes,ResolutionTimeMinutes,CSAT,Sentiment,SupportQuality,Outcome,Organization,RefundAmount,Notes,CallTranscript
CFA-2025-0047,7/25/2025 13:54,CUST-22328,Spanish,In-App,Portfolio Performance,Medium,El panel de rendimiento muestra retornos inconsistentes.,D. Johnson,Émile Laurent,Advisory Analytics,4,756,4,Negative,Excellent,Resolved,Contoso Financial Advisors,0,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (D. Johnson): Estoy revisando los registros y la política de permisos de su cuenta. Agent (D. Johnson): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Émile Laurent hará seguimiento durante 24 horas. Agent (D. Johnson): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0048,8/12/2025 16:08,CUST-43701,French,Branch,Statement Error,High,Relevé mensuel avec solde/frais incorrects.,B. Kim,Lucía Gómez,Client Reporting Desk,16,346,4,Negative,Excellent,Resolved,Contoso Financial Advisors,150.23,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (B. Kim): Je consulte les journaux et la politique des autorisations de votre compte. Agent (B. Kim): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Lucía Gómez assurera un suivi pendant 24 heures. Agent (B. Kim): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0049,5/31/2025 18:41,CUST-89336,English,Branch,Mobile App Bug,Low,App crashes on portfolio view on iOS.,D. Johnson,Pedro Santos,Digital Platforms – Mobile,13,,1,Neutral,Poor,Unresolved,Contoso Financial Advisors,0,Escalated; awaiting specialist update.,"Agent (D. Johnson): Welcome to Contoso. Let's review your request. Customer: The app crashes on portfolio view. Agent (D. Johnson): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0050,4/23/2025 12:21,CUST-66980,Spanish,Email,Fraud Alert,Medium,Transacción no reconocida activó una alerta de fraude.,J. Chen,Noah Fernandez,Fraud Operations,192,663,3,Positive,Average,Resolved,Contoso Financial Advisors,0,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (J. Chen): Estoy revisando los registros y la política de permisos de su cuenta. Agent (J. Chen): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Noah Fernandez hará seguimiento durante 24 horas. Agent (J. Chen): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0051,8/20/2025 9:43,CUST-91845,French,Phone,KYC/Onboarding,Low,Documents de vérification refusés à plusieurs reprises.,S. Thompson,Camille Moreau,KYC Operations,4,620,5,Positive,Excellent,Resolved,Contoso Financial Advisors,8.85,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (S. Thompson): Je consulte les journaux et la politique des autorisations de votre compte. Agent (S. Thompson): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Camille Moreau assurera un suivi pendant 24 heures. Agent (S. Thompson): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0052,8/8/2025 19:03,CUST-44642,English,Phone,Website Bug,Medium,Error 500 on positions page in web portal.,S. Thompson,Ana Morales,Digital Platforms – Web,11,1848,3,Neutral,Average,Resolved,Contoso Financial Advisors,0,Resolved; follow-up scheduled.,"Agent (S. Thompson): Thank you for calling Contoso Financial Advisors. Customer: The positions page shows an error. Agent (S. Thompson): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0053,5/3/2025 7:23,CUST-75912,Spanish,In-App,Account Access,Critical,No puedo iniciar sesión; la MFA no funciona.,L. Nguyen,Claire Dupont,Client Access Support,124,561,3,Positive,Average,Resolved,Contoso Financial Advisors,0,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (L. Nguyen): Estoy revisando los registros y la política de permisos de su cuenta. Agent (L. Nguyen): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Claire Dupont hará seguimiento durante 24 horas. Agent (L. Nguyen): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0054,6/19/2025 7:45,CUST-11924,French,In-App,Account Access,Low,Impossible de se connecter ; MFA ne fonctionne pas.,J. Chen,Grace Lee,Client Access Support,85,118,3,Positive,Average,Resolved,Contoso Financial Advisors,35.94,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (J. Chen): Je consulte les journaux et la politique des autorisations de votre compte. Agent (J. Chen): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Grace Lee assurera un suivi pendant 24 heures. Agent (J. Chen): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0055,6/15/2025 16:42,CUST-52937,English,In-App,Trade Execution,Low,Trade failed during market hours; order stuck in pending.,E. Martinez,Priya Shah,Trading Desk – Equities,1,211,4,Positive,Excellent,Resolved,Contoso Financial Advisors,44.88,Resolved; follow-up scheduled.,"Agent (E. Martinez): We received your in-app message. Customer: My order stayed pending and missed the fill. Agent (E. Martinez): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0056,6/30/2025 10:56,CUST-40101,Spanish,Email,Trade Execution,Critical,La orden falló en horario de mercado; quedó en pendiente.,C. Williams,Marc Dubois,Trading Desk – Equities,180,962,3,Positive,Average,Resolved,Contoso Financial Advisors,179.74,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (C. Williams): Estoy revisando los registros y la política de permisos de su cuenta. Agent (C. Williams): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Marc Dubois hará seguimiento durante 24 horas. Agent (C. Williams): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0057,4/22/2025 10:20,CUST-96318,French,Chat,KYC/Onboarding,Low,Documents de vérification refusés à plusieurs reprises.,E. Martinez,Maya Chen,KYC Operations,3,610,4,Positive,Excellent,Resolved,Contoso Financial Advisors,0,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (E. Martinez): Je consulte les journaux et la politique des autorisations de votre compte. Agent (E. Martinez): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Maya Chen assurera un suivi pendant 24 heures. Agent (E. Martinez): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0058,5/26/2025 11:23,CUST-76881,English,Branch,Website Bug,High,Error 500 on positions page in web portal.,S. Thompson,Kevin Zhang,Digital Platforms – Web,22,2188,3,Positive,Average,Resolved,Contoso Financial Advisors,0,Resolved; follow-up scheduled.,"Agent (S. Thompson): Welcome to Contoso. Let's review your request. Customer: The positions page shows an error. Agent (S. Thompson): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0059,5/5/2025 11:12,CUST-49798,Spanish,In-App,KYC/Onboarding,Critical,Los documentos de verificación fueron rechazados repetidamente.,A. Patel,Diego Alvarez,KYC Operations,86,1281,3,Neutral,Average,Resolved,Contoso Financial Advisors,0,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (A. Patel): Estoy revisando los registros y la política de permisos de su cuenta. Agent (A. Patel): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Diego Alvarez hará seguimiento durante 24 horas. Agent (A. Patel): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0060,5/9/2025 11:18,CUST-26556,French,In-App,Tax Document,Medium,Formulaire 1099 manquant ou incomplet.,M. Rodriguez,Isabella Conti,Tax Center,130,427,4,Neutral,Excellent,Resolved,Contoso Financial Advisors,0,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (M. Rodriguez): Je consulte les journaux et la politique des autorisations de votre compte. Agent (M. Rodriguez): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Isabella Conti assurera un suivi pendant 24 heures. Agent (M. Rodriguez): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0061,6/15/2025 8:12,CUST-29507,English,Email,Transfer/ACH,Low,ACH transfer delayed or failed to post.,S. Thompson,Valeria Pérez,Cash Operations,36,118,4,Positive,Excellent,Resolved,Contoso Financial Advisors,31.05,Resolved; follow-up scheduled.,"Agent (S. Thompson): Thanks for contacting Contoso Support. Customer: An ACH I initiated hasn't posted. Agent (S. Thompson): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0062,8/5/2025 7:21,CUST-77755,Spanish,Chat,Tax Document,Medium,Falta el formulario 1099 o tiene datos incompletos.,B. Kim,Nikhil Verma,Tax Center,3,359,5,Positive,Excellent,Resolved,Contoso Financial Advisors,7.46,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (B. Kim): Estoy revisando los registros y la política de permisos de su cuenta. Agent (B. Kim): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Nikhil Verma hará seguimiento durante 24 horas. Agent (B. Kim): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0063,6/14/2025 8:41,CUST-80573,French,Branch,Transfer/ACH,Medium,Virement ACH retardé ou non comptabilisé.,C. Williams,Liam O'Connor,Cash Operations,22,342,4,Neutral,Excellent,Resolved,Contoso Financial Advisors,0,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (C. Williams): Je consulte les journaux et la politique des autorisations de votre compte. Agent (C. Williams): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Liam O'Connor assurera un suivi pendant 24 heures. Agent (C. Williams): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0064,7/16/2025 10:19,CUST-76677,English,Email,Advisory Appointment,Medium,Need to reschedule with advisor; calendar not syncing.,B. Kim,Nadia Ben Ali,Advisory Services – Scheduling,231,181,3,Negative,Average,Resolved,Contoso Financial Advisors,0,Resolved; follow-up scheduled.,"Agent (B. Kim): Thanks for contacting Contoso Support. Customer: I need to reschedule with my advisor. Agent (B. Kim): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0065,6/10/2025 13:33,CUST-88691,Spanish,Phone,Trade Execution,Medium,La orden falló en horario de mercado; quedó en pendiente.,A. Patel,Alex Rivera,Trading Desk – Equities,3,362,3,Neutral,Average,Resolved,Contoso Financial Advisors,41.66,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (A. Patel): Estoy revisando los registros y la política de permisos de su cuenta. Agent (A. Patel): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Alex Rivera hará seguimiento durante 24 horas. Agent (A. Patel): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0066,5/16/2025 9:18,CUST-91611,French,Chat,Account Access,Low,Impossible de se connecter ; MFA ne fonctionne pas.,E. Martinez,Claire Dupont,Client Access Support,6,77,5,Positive,Excellent,Resolved,Contoso Financial Advisors,25.66,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (E. Martinez): Je consulte les journaux et la politique des autorisations de votre compte. Agent (E. Martinez): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Claire Dupont assurera un suivi pendant 24 heures. Agent (E. Martinez): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0067,5/6/2025 15:59,CUST-97055,English,Chat,Account Access,Medium,Unable to log in; MFA not working.,C. Williams,Pablo Navarro,Client Access Support,8,175,4,Positive,Excellent,Resolved,Contoso Financial Advisors,0,Resolved; follow-up scheduled.,"Agent (C. Williams): You're connected with Contoso Support. Customer: I can't log in; the code never arrives. Agent (C. Williams): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0068,6/3/2025 18:42,CUST-52109,Spanish,Phone,Fee Inquiry,Low,Consulta sobre tarifas de asesoría y tramos.,E. Martinez,Hugo Martin,Billing Operations,9,127,4,Neutral,Excellent,Resolved,Contoso Financial Advisors,41.34,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (E. Martinez): Estoy revisando los registros y la política de permisos de su cuenta. Agent (E. Martinez): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Hugo Martin hará seguimiento durante 24 horas. Agent (E. Martinez): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0069,6/10/2025 16:35,CUST-78461,French,In-App,Trade Execution,Low,Ordre échoué pendant les heures de marché ; bloqué en attente.,C. Williams,Priya Shah,Trading Desk – Equities,90,237,3,Positive,Average,Resolved,Contoso Financial Advisors,0,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (C. Williams): Je consulte les journaux et la politique des autorisations de votre compte. Agent (C. Williams): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Priya Shah assurera un suivi pendant 24 heures. Agent (C. Williams): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0070,5/23/2025 7:19,CUST-58469,English,Branch,Portfolio Performance,Medium,Performance dashboard shows inconsistent returns.,S. Thompson,Sofia Romano,Advisory Analytics,23,638,4,Neutral,Excellent,Resolved,Contoso Financial Advisors,0,Resolved; follow-up scheduled.,"Agent (S. Thompson): Welcome to Contoso. Let's review your request. Customer: The performance numbers look off. Agent (S. Thompson): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
